String ID,enu,Comment
bootstrap-webScriptsExtensions.webscriptsextentions.url_addressable_web_service_extensions,URL addressable Web Service Extensions, 
bootstrap-webScriptsExtensions.webscriptsextentions.web_scripts_extensions,Web Scripts Extensions, 
bootstrap-webScriptsExtensions.webscriptsextentions.how_to_customize_an_existing_web_script,How to customize an existing Web Script, 
bootstrap-webScripts.webscripts.url_addressable_web_services,URL addressable Web Services, 
bootstrap-webScripts.webscripts.web_scripts,Web Scripts, 
bootstrap-webScripts.webscripts.what_are_web_scripts,What are Web Scripts and how do you develop them?, 
bootstrap-tutorial.tutorial.space.name,Alfresco Content Services Tutorial, 
bootstrap-tutorial.tutorial.space.description,Step by step guide to the Alfresco Content Services application, 
bootstrap-tutorial.tutorial.document.name,Alfresco-Tutorial.pdf, 
bootstrap-tutorial.tutorial.document.title,Alfresco Content Services Tutorial, 
bootstrap-tutorial.tutorial.document.description,Getting started guide, 
bootstrap-templates.templates.space.project,Software Engineering Project, 
bootstrap-templates.templates.space.documentation,Documentation, 
bootstrap-templates.templates.space.drafts,Drafts, 
bootstrap-templates.templates.space.pending_approval,Pending Approval, 
bootstrap-templates.templates.space.published,Published, 
bootstrap-templates.templates.space.samples,Samples, 
bootstrap-templates.templates.document.system_overview.title,System Overview, 
bootstrap-templates.templates.document.system_overview.name,system-overview.html, 
bootstrap-templates.templates.space.discussions,Discussions, 
bootstrap-templates.templates.space.ui_design,UI Design, 
bootstrap-templates.templates.space.presentations,Presentations, 
bootstrap-templates.templates.space.quality_assurance,Quality Assurance, 
bootstrap-spaces.spaces.company_home.name,Company Home, 
bootstrap-spaces.spaces.company_home.description,The company root space, 
bootstrap-spaces.spaces.dictionary.name,Data Dictionary, 
bootstrap-spaces.spaces.dictionary.description,User managed definitions, 
bootstrap-spaces.spaces.imap_attachments.name,Imap Attachments, 
bootstrap-spaces.spaces.imap_attachments.description,Imap Attachments, 
bootstrap-spaces.spaces.imap_home.name,Imap Home, 
bootstrap-spaces.spaces.imap_home.description,Imap Home, 
bootstrap-spaces.spaces.imapConfig.name,Imap Configs, 
bootstrap-spaces.spaces.imapConfig.description,Imap Configs, 
bootstrap-spaces.spaces.imap_templates.name,Templates, 
bootstrap-spaces.spaces.imap_templates.description,Templates for IMAP generated messages, 
bootstrap-spaces.spaces.imap_templates.emailbody_textplain.description,"Email template used to generate the ""multipart/alternative"" IMAP message body (""text/plain"" part)", 
bootstrap-spaces.spaces.imap_templates.emailbody_texthtml.description,"Email template used to generate the ""multipart/alternative"" IMAP message body (""text/html"" part)", 
bootstrap-spaces.spaces.imap_templates.alfresco.emailbody_textplain.description,"Email template used to generate the ""multipart/alternative"" IMAP message body (""text/plain"" part)", 
bootstrap-spaces.spaces.imap_templates.alfresco.emailbody_texthtml.description,"Email template used to generate the ""multipart/alternative"" IMAP message body (""text/html"" part)", 
bootstrap-spaces.spaces.imap_templates.share.emailbody_textplain.description,"Email template used to generate the ""multipart/alternative"" IMAP message body (""text/plain"" part) for Alfresco Share", 
bootstrap-spaces.spaces.imap_templates.share.emailbody_texthtml.description,"Email template used to generate the ""multipart/alternative"" IMAP message body (""text/html"" part) for Alfresco Share", 
bootstrap-spaces.spaces.emailActions.name,Email Actions, 
bootstrap-spaces.spaces.emailActions.description,Email Actions, 
bootstrap-spaces.spaces.searchAction.name,search, 
bootstrap-spaces.spaces.searchAction.description,search, 
bootstrap-spaces.spaces.templates.name,Space Templates, 
bootstrap-spaces.spaces.templates.description,Space folder templates, 
bootstrap-spaces.spaces.templates.content.name,Presentation Templates, 
bootstrap-spaces.spaces.templates.content.description,Presentation templates, 
bootstrap-spaces.spaces.templates.email.name,Email Templates, 
bootstrap-spaces.spaces.templates.email.description,Email templates, 
bootstrap-spaces.spaces.invite_templates.email.name,Email Invite Templates, 
bootstrap-spaces.spaces.invite_templates.email.description,Email Invite templates, 
bootstrap-spaces.spaces.notify_templates.email.name,Email Notify Templates, 
bootstrap-spaces.spaces.notify_templates.email.description,Email Notify templates, 
bootstrap-spaces.spaces.templates.rss.name,RSS Templates, 
bootstrap-spaces.spaces.templates.rss.description,RSS templates, 
bootstrap-spaces.spaces.actions.scheduled_actions.name,Scheduled Actions, 
bootstrap-spaces.spaces.actions.scheduled_actions.description,Schedule of when persistent actions are executed, 
bootstrap-spaces.spaces.remote_credentials.root.name,Remote Credentials, 
bootstrap-spaces.spaces.remote_credentials.root.description,Root folder for Shared Remote Credentials, 
bootstrap-spaces.spaces.rendition.rendering_actions.name,Rendering Actions Space, 
bootstrap-spaces.spaces.rendition.rendering_actions.description,A space used by the system to persist rendering actions., 
bootstrap-spaces.spaces.replication.replication_actions.name,Replication Actions Space, 
bootstrap-spaces.spaces.replication.replication_actions.description,A space used by the system to persist replication actions., 
bootstrap-spaces.spaces.syncset_definitions.root.name,SyncSet Definitions, 
bootstrap-spaces.spaces.syncset_definitions.root.description,Root folder for SyncSet Definitions, 
bootstrap-spaces.spaces.savedsearches.name,Saved Searches, 
bootstrap-spaces.spaces.savedsearches.description,Saved Searches, 
bootstrap-spaces.spaces.guest_home.name,Guest Home, 
bootstrap-spaces.spaces.guest_home.description,The guest root space, 
bootstrap-spaces.spaces.scripts.name,Scripts, 
bootstrap-spaces.spaces.scripts.description,JavaScript files, 
bootstrap-spaces.spaces.scripts.example.workflow.name,start-pooled-review-workflow.js, 
bootstrap-spaces.spaces.scripts.example.workflow.title,Start Pooled Review and Approve Workflow, 
bootstrap-spaces.spaces.scripts.example.workflow.description,Starts the Pooled Review and Approve workflow for all members of the site the document belongs to, 
bootstrap-spaces.spaces.user_homes.name,User Homes, 
bootstrap-spaces.spaces.user_homes.description,User Homes, 
bootstrap-spaces.spaces.content_forms.name,Forms, 
bootstrap-spaces.spaces.content_forms.description,Content Forms, 
bootstrap-spaces.spaces.sites.name,Sites, 
bootstrap-spaces.spaces.sites.description,Site Collaboration Spaces, 
bootstrap-spaces.spaces.templates.email.invite.name,invite, 
bootstrap-spaces.spaces.templates.email.invite.description,Invite email templates, 
bootstrap-spaces.spaces.imap_home.name.NR1,IMAP Home, 
bootstrap-spaces.spaces.imap_home.description.NR1,IMAP Home, 
bootstrap-spaces.spaces.templates.email.invite1.name,Invite Email Templates, 
bootstrap-spaces.spaces.templates.email.invite1.description,Invite Email Templates, 
bootstrap-spaces.spaces.templates.email.notify.name,Notify Email Templates, 
bootstrap-spaces.spaces.templates.email.notify.description,Notify Email Templates, 
bootstrap-spaces.spaces.templates.email.generate_the_invite_email.description,Email template used to generate the invite email for Alfresco Share, 
bootstrap-spaces.spaces.templates.email.generate_the_invite_email_add_direct.description,Email template used to generate the user added to site email for Alfresco Share, 
bootstrap-spaces.spaces.templates.email.generate_the_invite_email_moderated.description,Email template used to generate the request to join site email for Alfresco Share, 
bootstrap-spaces.spaces.templates.email.generate_the_wf_notification_email.description,Email template for notifying users of new a workflow task, 
bootstrap-spaces.email.template.email_template_for_notifying_users,Email template for notifying users from a rule or action, 
bootstrap-spaces.email.template.email_template_for_notifying_users.sample,Sample Email template for notifying users from a rule or action, 
bootstrap-spaces.email.template.email_template_for_notifying_users_of_an_Invite,Email template for notifying users of an Invite to a space or document, 
bootstrap-spaces.email.templates.email_template_for_notifying_new_users,Email template used to inform new users of their accounts, 
bootstrap-spaces.spaces.templates.email.following.name,Following Email Templates, 
bootstrap-spaces.spaces.templates.email.following.description,Following Email Templates, 
bootstrap-spaces.email.templates.email_template_for_following_notifications,Email template used to generate following notification emails, 
bootstrap-spaces.version.default,Default version, 
bootstrap-spaces.version.french,French version, 
bootstrap-spaces.version.german,German version, 
bootstrap-spaces.version.italian,Italian version, 
bootstrap-spaces.version.japanese,Japanese version, 
bootstrap-spaces.version.spanish,Spanish version, 
bootstrap-spaces.version.dutch,Dutch version, 
bootstrap-spaces.version.russian,Russian version, 
bootstrap-spaces.version.chinese,Simplified Chinese version, 
bootstrap-spaces.version.brazilian_portuguese,Brazilian Portuguese version, 
bootstrap-spaces.version.norwegian_bokmal,Norwegian Bokmal version, 
bootstrap-spaces.spaces.web.client.extension.name,Web Client Extension, 
bootstrap-spaces.spaces.web.client.extension.title,Customized Web Client, 
bootstrap-spaces.spaces.web.client.extension.description,Customized Web Client, 
bootstrap-spaces.spaces.models.name,Models, 
bootstrap-spaces.spaces.models.title,Customized Models, 
bootstrap-spaces.spaces.models.description,Customized Models, 
bootstrap-spaces.spaces.messages.name,Messages, 
bootstrap-spaces.spaces.messages.title,Customized Messages, 
bootstrap-spaces.spaces.messages.description,Customized Messages, 
bootstrap-spaces.spaces.workflow.definitions.name,Workflow Definitions, 
bootstrap-spaces.spaces.workflow.definitions.title,Customized Workflow Process Definitions, 
bootstrap-spaces.spaces.workflow.definitions.description,Customized Workflow Process Definitions, 
bootstrap-spaces.spaces.templates.email.activities.name,activities, 
bootstrap-spaces.spaces.templates.email.activities.description,Activities email templates, 
bootstrap-spaces.spaces.templates.email.generate_the_activities_email.description,Email template used to generate the activities email for Alfresco Share, 
bootstrap-spaces.spaces.transfers.name,Transfers, 
bootstrap-spaces.spaces.transfers.title,Transfers, 
bootstrap-spaces.spaces.transfers.description,Folder used by the Transfer subsystem, 
bootstrap-spaces.spaces.transfer_groups.name,Transfer Target Groups, 
bootstrap-spaces.spaces.transfer_groups.title,Transfer Target Groups, 
bootstrap-spaces.spaces.transfer_groups.description,Folder containing groups of transfer targets, 
bootstrap-spaces.spaces.transfer_groups_default.name,Default Group, 
bootstrap-spaces.spaces.transfer_groups_default.title,Default Group, 
bootstrap-spaces.spaces.transfer_groups_default.description,Put your transfer targets in this folder, 
bootstrap-spaces.spaces.transfer_temp.name,Temp, 
bootstrap-spaces.spaces.transfer_temp.title,Temp, 
bootstrap-spaces.spaces.transfer_temp.description,Folder to store temporary nodes during transfer, 
bootstrap-spaces.spaces.inbound_transfer_records.name,Inbound Transfer Records, 
bootstrap-spaces.spaces.inbound_transfer_records.title,Inbound Transfer Records, 
bootstrap-spaces.spaces.inbound_transfer_records.description,Folder containing records of inbound transfers, 
bootstrap-spaces.spaces.templates.email.workflowNotification.name,Workflow Notification, 
bootstrap-spaces.spaces.templates.email.workflowNotification.description,Workflow notification email templates, 
bootstrap-spaces.spaces.nodeTemplatesSpace.name,Node Templates, 
bootstrap-spaces.spaces.nodeTemplatesSpace.description,Template Nodes for Share - Create New document, 
bootstrap-spaces.spaces.downloads.root.name,Downloads, 
bootstrap-spaces.spaces.downloads.root.description,Root folder for downloads, 
bootstrap-spaces.spaces.shared.name,Shared, 
bootstrap-spaces.spaces.shared.title,Shared Folder, 
bootstrap-spaces.spaces.shared.description,Folder to store shared stuff, 
bootstrap-spaces.spaces.solr_facets.root.name,Solr Facets Space, 
bootstrap-spaces.spaces.solr_facets.root.description,Root folder for the Solr Facet properties, 
bootstrap-spaces.spaces.smartfoldertemplates.name,Smart Folder Templates, 
bootstrap-spaces.spaces.smartfoldertemplates.description,Smart Folder Templates, 
bootstrap-spaces.spaces.smartdownloads.name,Smart Folder Downloads, 
bootstrap-spaces.spaces.smartdownloads.description,Smart Folder downloads temporary association data, 
bootstrap-spaces.spaces.quickshare.link_expiry_actions.name,Quick Share Link Expiry Actions Space, 
bootstrap-spaces.spaces.quickshare.link_expiry_actions.description,A space used by the system to persist quick share link expiry actions., 
bootstrap-readme-template.readme.template.description,Display the contents of a readme file (named readme.html or readme.ftl), 
bootstrap-readme-template.readme.template.title,readme.ftl, 
bootstrap-messages.bootstrap.categories.name,categories, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.name,General, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.name,Software Document Classification, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.name,Software Descriptions, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.main_software_descriptions.name,Main Software Descriptions, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.main_software_descriptions.short_system_description.name,Short System Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.main_software_descriptions.requirement_description.name,Requirement Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.main_software_descriptions.architecture_description.name,Architecture Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.main_software_descriptions.implementation_description.name,Implementation Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.main_software_descriptions.configuration_description.name,Configuration Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.name,Software Description Appendices, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.terminology_description.name,Terminology Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.internal_message_description.name,Internal Message Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.external_message_description.name,External Message Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.record_description.name,Record Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.user_interface_description.name,User Interface Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.process_description.name,Process Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.software_descriptions.software_description_appendices.initialization_description.name,Initialization Description, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.name,Utilization Documents, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.users_manual.name,User's Manual, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.operators_manual.name,Operator's Manual, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.installation_manual.name,Installation Manual, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.service_manual.name,Service Manual, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.users_help.name,User's Help, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.operators_help.name,Operator's Help, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.installations_help.name,Installations Help, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.utilization_documents.service_help.name,Service Help, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.name,Development Plans, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.responsibility_plan.name,Responsibility Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.work_breakdown_plan.name,Work Breakdown Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.schedule_plan.name,Schedule Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.expense_plan.name,Expense Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.phase_plan.name,Phase Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.risk_plan.name,Risk Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.test_plan.name,Test Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.acceptance_plan.name,Acceptance Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.manual_plan.name,Manual Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.method_plan.name,Method Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.quality_plan.name,Quality Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.documentation_plan.name,Documentation Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.development_plans.version_control_plan.name,Version Control Plan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.name,Quality Documents, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.change_request.name,Change Request, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.analysis_request.name,Analysis Request, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.information_request.name,Information Request, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.readers_report.name,Reader's Report, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.review_report.name,Review Report, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.inspection_report.name,Inspection Report, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.test_report.name,Test Report, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.review_call.name,Review Call, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.inspection_call.name,Inspection Call, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.quality_documents.test_call.name,Test Call, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.name,Administrative Documents, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.preliminary_contract.name,Preliminary Contract, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.development_contract.name,Development Contract, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.extended_contract.name,Extended Contract, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.maintenance_contract.name,Maintenance Contract, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.contract_review_minutes.name,Contract Review Minutes, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.software_document_classification.administrative_documents.project_meeting_minutes.name,Project Meeting Minutes, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.name,Languages, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.english.name,English, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.english.british_english.name,British English, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.english.american_english.name,American English, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.english.australian_english.name,Australian English, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.english.canadian_english.name,Canadian English, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.english.indian_english.name,Indian English, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.french.name,French, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.french.french_french.name,French French, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.french.canadian_french.name,Canadian French, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.german.name,German, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.german.german_german.name,German German, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.german.austrian_german.name,Austrian German, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.german.swiss_german.name,Swiss German, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.Spanish.name,Spanish, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.Spanish.spanish.name,Spanish, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.Spanish.mexican_spanish.name,Mexican Spanish, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.languages.Spanish.american_spanish.name,American Spanish, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.name,Regions, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.name,AFRICA, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.name,Eastern Africa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.burundi.name,Burundi, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.comoros.name,Comoros, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.djibouti.name,Djibouti, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.eritrea.name,Eritrea, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.ethiopia.name,Ethiopia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.kenya.name,Kenya, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.madagascar.name,Madagascar, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.malawi.name,Malawi, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.mauritius.name,Mauritius, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.mozambique.name,Mozambique, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.reunion.name,Reunion, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.rwanda.name,Rwanda, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.seychelles.name,Seychelles, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.somalia.name,Somalia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.uganda.name,Uganda, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.tanzania.name,United Republic of Tanzania, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.zambia.name,Zambia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.eastern_africa.zimbabwe.name,Zimbabwe, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.name,Middle Africa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.angola.name,Angola, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.cameroon.name,Cameroon, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.central_african_republic.name,Central African Republic, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.chad.name,Chad, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.congo.name,Congo, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.rep_congo.name,Democratic Republic of the Congo, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.guinea.name,Equatorial Guinea, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.gabon.name,Gabon, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.middle_africa.sao_tome.name,Sao Tome and Principe, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.name,Northern Africa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.algeria.name,Algeria, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.egypt.name,Egypt, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.libyan_arab_jamahiriya.name,Libyan Arab Jamahiriya, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.morocco.name,Morocco, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.sudan.name,Sudan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.tunisia.name,Tunisia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.northern_africa.western_sahara.name,Western Sahara, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.southern_africa.name,Southern Africa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.southern_africa.botswana.name,Botswana, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.southern_africa.lesotho.name,Lesotho, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.southern_africa.namibia.name,Namibia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.southern_africa.south_africa.name,South Africa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.southern_africa.swaziland.name,Swaziland, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.name,Western Africa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.benin.name,Benin, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.burkina_faso.name,Burkina Faso, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.cape_verde.name,Cape Verde, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.cote_divoire.name,Cote d'Ivoire, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.gambia.name,Gambia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.ghana.name,Ghana, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.guinea.name,Guinea, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.guinea_bissau.name,Guinea-Bissau, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.liberia.name,Liberia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.mali.name,Mali, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.mauritania.name,Mauritania, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.niger.name,Niger, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.nigeria.name,Nigeria, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.saint_helena.name,Saint Helena, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.senegal.name,Senegal, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.sierra_leone.name,Sierra Leone, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.africa.western_africa.togo.name,Togo, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.name,ASIA, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.name,Eastern Asia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.china.name,China, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.peoples_republic_korea.name,Democratic People's Republic of Korea, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.hong_kong.name,Hong Kong SAR, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.japan.name,Japan, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.asia.eastern_asia.macao.name,"Macao, China", 
