String ID,enu,Comment
notification-service.default-sender-used,"Sender of email notification has no email set, default sender will be used. (user={0})", 
notification-service.no-recipients,"Unable to send email notification, because no recipients were provided. (document={0})", 
notification-service.no-body-or-template,"Unable to send notification, because no body or body template were specified. (node={0})", 
notification-service.assigned-task,You have been assigned a task, 
notification-service.new-pooled-task,New Pooled Task, 
lock-service.lock_service.insufficent_privileges,You have insufficient privileges to release the lock on the node (id: {0}).  The node is locked by another user., 
lock-service.lock_service.node_locked,The node (id: {0}) could not be locked since it is already locked by another user., 
lock-service.lock_service.no_op,Cannot perform operation since the node (id:{0}) is locked., 
lock-service.lock_service.no_op2,Cannot perform operation {0} since the node (id:{1}) is locked., 
lock-service.lock_service.unlock_checkedout,The node (id: {0}) could not be unlocked since it is checked out., 
invitation-service.invitation.error.noworkflow,"Invitation workflow not found, workflow name : {0}", 
invitation-service.invitation.error.not_found,"Invitation not found, invitationId: {0}", 
invitation-service.invitation.error.not_found_by_invitee,"Invitation not found for site: {0}, invitee: {1}", 
invitation-service.invitation.error.invalid_inviteId_format,"Invitation Id not valid format, valid formats are <engine>$<id> : {0}", 
invitation-service.invitation.invite.already_member,"The user, {0} is already a member of {1} and cannot be invited again", 
invitation-service.invitation.invite.user_disabled,{0} has been deactivated and can't be invited, 
invitation-service.invitation.cancel.not_site_manager,"Current user, {0}, cannot cancel invitation: {1} because they are not a Site Manager for site: {2}", 
invitation-service.invitation.invite.not_site_manager,"Current user, {0}, is not a Site Manager for site: {1}", 
invitation-service.invitation.invite.unable_generate_id,"Unable to generate a user name for invitee, which doesn't already belong to someone else firstName:{0} lastName:{1} email:{2}", 
invitation-service.invitation.invite.already_finished,"Invitation, {0} has already been accepted, cancelled or rejected", 
invitation-service.invitation.invite.authentication_chain,Authentication chain does not allow creation of new accounts, 
invitation-service.invitation.invitesender.email.subject,Alfresco {0}: You have been invited to join the {1} site, 
invitation-service.invitation.invitesender.email.role.SiteManager,Site Manager, 
invitation-service.invitation.invitesender.email.role.SiteCollaborator,Site Collaborator, 
invitation-service.invitation.invitesender.email.role.SiteContributor,Site Contributor, 
invitation-service.invitation.invitesender.email.role.SiteConsumer,Site Consumer, 
invitation-service.invitation.invitesender.emailAddDirect.subject,Alfresco {0}: You have been added to the {1} site, 
invitation-service.invitation.moderated.email.subject,A new user wants to join {0}, 
invitation-service.invitation.nominated.workflow.description,Invitation to join {0} site, 
invitation-service.invitation.moderated.workflow.description,Request to join {0} site, 
invitation-service.invitation.notification.person.email.subject,Alfresco {0}: Your New Account, 
initiate-inplace.bfsit.error.importAlreadyInProgress,A bulk import is already in progress. Please try again later., 
imap-service.imap.server.info.message_body_not_found,The message body parts are not found., 
imap-service.imap.server.error.properties_dont_exist,Appropriate properties do not exist., 
imap-service.imap.server.error.permission_denied,Cannot create folder - Permission denied., 
imap-service.imap.server.error.folder_already_exist,Folder already exists., 
imap-service.imap.server.error.mailbox_name_is_mandatory,Mailbox name is mandatory parameter., 
imap-service.imap.server.error.cannot_get_a_folder,Cannot get a folder with name '{0}'., 
imap-service.imap.server.error.cannot_parse_default_email,Cannot parse default e-mail address '{0}'., 
forum-model.fm_forummodel.description,Forum Model, 
forum-model.fm_forummodel.type.fm_forums.title,Forum Space, 
forum-model.fm_forummodel.type.fm_forums.description,Space containing forums, 
forum-model.fm_forummodel.type.fm_forum.title,Forum, 
forum-model.fm_forummodel.type.fm_forum.description,Space containing topics, 
forum-model.fm_forummodel.type.fm_topic.title,Topic, 
forum-model.fm_forummodel.type.fm_topic.description,Space containing forum articles (posts), 
forum-model.fm_forummodel.type.fm_post.title,Forum Article, 
forum-model.fm_forummodel.type.fm_post.description,Forum article posted to a topic, 
forum-model.fm_forummodel.aspect.fm_discussable.title,Discussable, 
forum-model.fm_forummodel.aspect.fm_discussable.description,Allows an object to be discussed, 
forum-model.fm_forummodel.association.fm_discussion.title,Discussion, 
forum-model.fm_forummodel.association.fm_discussion.description,The forum holding the discussion on the object the aspect is applied to, 
form-service.form_service.mimetype.label,Mimetype, 
form-service.form_service.mimetype.description,Mimetype of the content, 
form-service.form_service.encoding.label,Encoding, 
form-service.form_service.encoding.description,Encoding of the content, 
form-service.form_service.size.label,Size, 
form-service.form_service.size.description,Size of the content in bytes, 
form-service.form_service.message.label,Message, 
form-service.form_service.message.description,Message the user entered when starting the workflow, 
form-service.form_service.message.value.none,(No Message), 
form-service.form_service.transitions.label,Transitions, 
form-service.form_service.transitions.description,The transitions available for the task, 
form-service.form_service.package.items.label,Items, 
form-service.form_service.package.items.description,Items that are part of the workflow, 
form-service.form_service.task.owner.label,Owner, 
form-service.form_service.task.owner.description,The user that owns the task, 
file-folder-service.file_folder_service.file_exists_message,File or folder {0} already exists, 
email-service.email.server.msg.received_by_smtp,Received by SMTP from '{0}'., 
email-service.email.server.msg.default_subject,Email-{0}, 
email-service.email.server.err.duplicate_alias,Node with email alias '{0}' already exists. Duplicate isn't allowed., 
email-service.email.server.err.sender_blocked,'{0}' has been denied access., 
email-service.email.server.err.from_syntax,Syntax: MAIL FROM: <address>  Error in parameters, 
email-service.email.server.err.inbound_mail_disabled,The server isn't configured to accept inbound emails., 
email-service.email.server.err.access_denied,'{0}' has been denied access to '{1}'., 
email-service.email.server.err.invalid_subject,The subject line must be a valid file name., 
email-service.email.server.err.unknown_source_address,The 'from' email address was not recognised: {0}., 
email-service.email.server.err.user_not_email_contributor,The user '{0}' in not in the email contributor group., 
email-service.email.server.err.no_email_contributor_group,The Email Contributor Group doesn't exist., 
email-service.email.server.err.invalid_node_address,The email address '{0}' does not reference a valid accessible node., 
email-service.email.server.err.handler_not_found,Email message handler was not found for node type '{0}'., 
email-service.email.server.err.mail_read_error,An error occurred while reading the mail message: {0}, 
email-service.email.server.err.failed_to_create_mime_message,Failed to create MIME message from input stream: {0}, 
email-service.email.server.err.extracting_from_address,Failed to extract the 'from' address: {0}, 
email-service.email.server.err.no_from_address,The message has no 'from' address., 
email-service.email.server.err.extracting_to_address,Failed to extract the 'to' address: {0}, 
email-service.email.server.err.no_to_address,The message has no 'to' address., 
email-service.email.server.err.extracting_subject,Failed to extract the message subject: {0}, 
email-service.email.server.err.extracting_sent_date,Failed to extract the 'sent on' date: {0}, 
email-service.email.server.err.parse_message,Failed to parse the email message: {0}, 
email-service.email.server.err.usupported_encoding,Encoding '{0}' is not supported, 
email-service.email.server.err.failed_to_read_content_stream,Failed to read the message part content: {0}, 
email-service.email.server.err.incorrect_message_part,Incorrect message part: {0}, 
email-service.email.outbound.err.send.failed,Failed to send email to: {0} cause {1}, 
email-service.email.outbound.test.send.success,Sent test message to: {0}, 
email-service.email.outbound.err.test.no.to,Unable to send test message 'testMessageTo' is empty, 
email-service.email.outbound.err.test.no.subject,Unable to send test message 'subject' is empty, 
email-service.email.outbound.err.test.no.text,Unable to send test message 'text' is empty, 
email-server-model.emailserver_emailserverModel.aspect.emailserver_aliasable.title,Email Alias, 
email-server-model.emailserver_emailserverModel.aspect.emailserver_aliasable.description,Email Alias, 
email-server-model.emailserver_emailserverModel.property.emailserver_alias.title,Alias, 
email-server-model.emailserver_emailserverModel.property.emailserver_alias.description,Alias, 
doclink-service.doclink_service.link_to_label,Link to {0}, 
distributionpolicies-model.dp_distributionPoliciesModel.description,Distribution Policies Model, 
distributionpolicies-model.dp_distributionPoliciesModel.aspect.dp_restrictable.title,Restrictable, 
distributionpolicies-model.dp_distributionPoliciesModel.aspect.dp_restrictable.description,Applied to documents that should have restricted distribution, 
distributionpolicies-model.dp_distributionPoliciesModel.property.dp_offlineExpiresAfter.title,Offline Expires After (hours), 
distributionpolicies-model.dp_distributionPoliciesModel.property.dp_offlineExpiresAfter.description,Enter the number hours the content can remain accessible once offline, 
discussion-messages.discussion.discussion_for,{0} discussion, 
custommodel-service.cmm.service.name_already_in_use,We couldn't create a model as the model name '{0}' is already in use., 
custommodel-service.cmm.service.create_model_err,We couldn't create the model right now. Try sharing the following details with your IT team. {0}, 
custommodel-service.cmm.service.update_model_err,We couldn't update the model right now. Try sharing the following details with your IT team. {0}, 
custommodel-service.cmm.service.multiple_models,Found multiple models with the name '{0}'. Try deactivating then deleting one of the models., 
custommodel-service.cmm.service.retrieve_model,We couldn't access model '{0}'. Please try again., 
custommodel-service.cmm.service.model_not_exists,The model '{0}' doesn't exist. It may have been deactivated by another user., 
custommodel-service.cmm.service.namespace_not_exists,The model '{0}' doesn't have a defined namespace. You need to add one to validate the model., 
custommodel-service.cmm.service.namespace_many_exist,The model '{0}' can only have one namespace., 
custommodel-service.cmm.service.namespace_uri_already_in_use,The namespace URI '{0}' has already been used. Try using a different namespace URI., 
custommodel-service.cmm.service.namespace_prefix_already_in_use,The namespace prefix '{0}' has already been used. Try using a different namespace prefix., 
custommodel-service.cmm.service.unable_delete_active_model,You can't delete an active model. You need to deactivate the model first., 
custommodel-service.cmm.service.unable_model_delete,We couldn't delete model '{0}'., 
custommodel-service.cmm.service.unable_model_deactivate,We couldn't deactivate model '{0}'., 
custommodel-service.cmm.service.unable_model_activate,We couldn't activate model '{0}'., 
custommodel-service.cmm.service.invalid_model,The model isn't valid. Try sharing the following details with your IT team. {0}, 
custommodel-service.cmm.service.namespace_active_model,You can't update the namespace URI or namespace prefix of an active model., 
custommodel-service.cmm.service.failed.deactivation.type.dependency,Model '{0}' couldn't be deactivated because it's '{0}' type is the parent of type '{1}' in model '{2}'., 
custommodel-service.cmm.service.failed.deactivation.aspect.dependency,Model '{0}' couldn't be deactivated because it's '{0}' property group is the parent of property group '{1}' in model '{2}'., 
custommodel-service.cmm.service.download.create_err,We couldn't create a download node., 
custommodel-service.cmm.service.download.share_ext_file_not_found,We couldn't find the Share persisted-extension XML file., 
custommodel-service.cmm.service.download.share_ext_file_parse_err,We couldn't parse the Share persisted-extension XML file., 
custommodel-service.cmm.service.download.share_ext_module_not_found,We couldn't find '{0}' module within Share persisted-extension XML file., 
custommodel-service.cmm.service.download.share_ext_node_read_err,We couldn't read the Share persisted-extension node., 
custommodel-service.cmm.service.download.share_ext_write_err,We couldn't write '{0}' XML element into a file., 
custommodel-service.cmm.service.download.create_share_ext_err,We couldn't create a Share extension module node. {0}, 
custommodel-service.cmm.service.download.create_model_copy_err,We couldn't make a copy of the custom model node. {0}, 
custommodel-service.cmm.service.download.create_err.NR1,We couldn't create download., 
custommodel-service.cmm.service.constraint.default_prop_value_err,Property default value isn't valid for the defined constraint., 
custommodel-service.cmm.service.model_in_use,Model '{0}' is in use and cannot be deleted or deactivated., 
custommodel-service.cmm.value_datatype_validator.unknown_datatype,Property data type '{0}' is unknown., 
custommodel-service.cmm.value_datatype_validator.invalid_value,'{0}' isn't a valid option for '{1}'. Please try again., 
custommodel-service.cmm.value_datatype_validator.invalid_date,'{0}' isn't a valid date format. Try again using the format yyyy-mm-dd., 
custommodel-service.cmm.value_datatype_validator.invalid_datetime,'{0}' isn't a valid datetime format. Try again using the format yyyy-mm-dd HH:mm:ss.sss., 
custommodel-service.cmm.value_datatype_validator.invalid_boolean_value,'{0}' isn't a valid value. Make a selection or enter True or False., 
copy-service.copy_service.copy_of_label,Copy of {0}, 
content-model.cm_contentmodel.description,Alfresco Content Domain Model, 
content-model.cm_contentmodel.type.cm_object.title,Object, 
content-model.cm_contentmodel.type.cm_object.description,Base Content Domain Object, 
content-model.cm_contentmodel.property.cm_name.title,Name, 
content-model.cm_contentmodel.property.cm_name.description,Name, 
content-model.cm_contentmodel.type.cm_folder.title,Folder, 
content-model.cm_contentmodel.type.cm_folder.description,Folder, 
content-model.cm_contentmodel.property.cm_orderedchildren.title,Ordered Children, 
content-model.cm_contentmodel.property.cm_orderedchildren.description,Indicates whether the children of the folder are ordered, 
content-model.cm_contentmodel.association.cm_contains.title,Contains, 
content-model.cm_contentmodel.association.cm_contains.description,Contains, 
content-model.cm_contentmodel.type.cm_content.title,Content, 
content-model.cm_contentmodel.type.cm_content.description,Base Content Object, 
content-model.cm_contentmodel.property.cm_content.title,Content, 
content-model.cm_contentmodel.property.cm_content.description,Content, 
content-model.cm_contentmodel.property.cm_content.cm_content.size,Size, 
content-model.cm_contentmodel.property.cm_content.cm_content.mimetype,MIME type, 
content-model.cm_contentmodel.type.cm_linkfile.title,File Link, 
content-model.cm_contentmodel.type.cm_linkfile.description,Link to another File, 
content-model.cm_contentmodel.property.cm_path.title,Link File Path, 
content-model.cm_contentmodel.property.cm_path.description,Path to the linked File, 
content-model.cm_contentmodel.type.cm_savedquery.title,Saved Query, 
content-model.cm_contentmodel.type.cm_savedquery.description,Saved Query, 
content-model.cm_contentmodel.type.cm_systemfolder.title,System Folder, 
content-model.cm_contentmodel.type.cm_systemfolder.description,Folder for containing system-level items, 
content-model.cm_contentmodel.type.cm_person.title,Person, 
content-model.cm_contentmodel.type.cm_person.description,Person, 
content-model.cm_contentmodel.property.cm_userName.title,User Name, 
content-model.cm_contentmodel.property.cm_userName.description,The person's user name, 
content-model.cm_contentmodel.property.cm_homeFolder.title,Home Folder, 
content-model.cm_contentmodel.property.cm_homeFolder.description,The person's home folder, 
content-model.cm_contentmodel.property.cm_firstName.title,First Name, 
content-model.cm_contentmodel.property.cm_firstName.description,The person's first name, 
content-model.cm_contentmodel.property.cm_lastName.title,Last Name, 
content-model.cm_contentmodel.property.cm_lastName.description,The person's last name, 
content-model.cm_contentmodel.property.cm_middleName.title,Middle Name, 
content-model.cm_contentmodel.property.cm_middleName.description,The person's middle name, 
content-model.cm_contentmodel.property.cm_email.title,E-mail Address, 
content-model.cm_contentmodel.property.cm_email.description,The person's e-mail address, 
content-model.cm_contentmodel.property.cm_homeFolderProvider.title,Home Folder Provider, 
content-model.cm_contentmodel.property.cm_homeFolderProvider.description,Home Folder Provider, 
content-model.cm_contentmodel.property.cm_defaultHomeFolderPath.title,Home Folder Path, 
content-model.cm_contentmodel.property.cm_defaultHomeFolderPath.description,Path to the Person's home folder, 
content-model.cm_contentmodel.property.cm_presenceProvider.title,Presense Provider, 
content-model.cm_contentmodel.property.cm_presenceProvider.description,Presense Provider, 
content-model.cm_contentmodel.property.cm_presenceUsername.title,Presense User Name, 
content-model.cm_contentmodel.property.cm_presenceUsername.description,Presense User Name, 
content-model.cm_contentmodel.property.cm_jobtitle.title,Job Title, 
content-model.cm_contentmodel.property.cm_jobtitle.description,The person's job title, 
content-model.cm_contentmodel.property.cm_location.title,Location, 
content-model.cm_contentmodel.property.cm_location.description,The person's location, 
content-model.cm_contentmodel.property.cm_persondescription.title,Summary, 
content-model.cm_contentmodel.property.cm_persondescription.description,The person's summary, 
content-model.cm_contentmodel.property.cm_telephone.title,Telephone, 
content-model.cm_contentmodel.property.cm_telephone.description,The person's telephone number, 
content-model.cm_contentmodel.property.cm_mobile.title,Mobile, 
content-model.cm_contentmodel.property.cm_mobile.description,The person's mobile telephone number, 
content-model.cm_contentmodel.property.cm_organizationId.title,Organization Id, 
content-model.cm_contentmodel.property.cm_organizationId.description,The person's organization id, 
content-model.cm_contentmodel.property.cm_organization.title,Company, 
content-model.cm_contentmodel.property.cm_organization.description,The person's company, 
content-model.cm_contentmodel.property.cm_companyaddress1.title,Address, 
content-model.cm_contentmodel.property.cm_companyaddress1.description,First line of person's company address, 
content-model.cm_contentmodel.property.cm_companyaddress2.title,Address Line 2, 
content-model.cm_contentmodel.property.cm_companyaddress2.description,Second line of person's company address, 
content-model.cm_contentmodel.property.cm_companyaddress3.title,Address Line 3, 
content-model.cm_contentmodel.property.cm_companyaddress3.description,Third line of person's company address, 
content-model.cm_contentmodel.property.cm_companypostcode.title,Post Code, 
content-model.cm_contentmodel.property.cm_companypostcode.description,The person's company post code, 
content-model.cm_contentmodel.property.cm_companytelephone.title,Telephone, 
content-model.cm_contentmodel.property.cm_companytelephone.description,The person's company telephone number, 
content-model.cm_contentmodel.property.cm_companyfax.title,Fax, 
content-model.cm_contentmodel.property.cm_companyfax.description,The person's company fax number, 
content-model.cm_contentmodel.property.cm_companyemail.title,Email, 
content-model.cm_contentmodel.property.cm_companyemail.description,The person's company email address, 
content-model.cm_contentmodel.property.cm_skype.title,Skype, 
content-model.cm_contentmodel.property.cm_skype.description,The person's Skype user id, 
content-model.cm_contentmodel.property.cm_instantmsg.title,IM, 
content-model.cm_contentmodel.property.cm_instantmsg.description,The person's instant messaging user id, 
content-model.cm_contentmodel.property.cm_userStatus.title,Status, 
content-model.cm_contentmodel.property.cm_userStatus.description,The person's current status, 
content-model.cm_contentmodel.property.cm_userStatusTime.title,Status Time, 
content-model.cm_contentmodel.property.cm_userStatusTime.description,The time the person's status was last updated, 
content-model.cm_contentmodel.property.cm_googleusername.title,Google User Name, 
content-model.cm_contentmodel.property.cm_googleusername.description,The person's Google user name, 
content-model.cm_contentmodel.property.cm_sizeCurrent.title,Usage, 
content-model.cm_contentmodel.property.cm_sizeCurrent.description,The amount of disk space the person is using, 
content-model.cm_contentmodel.property.cm_sizeQuota.title,Quota, 
content-model.cm_contentmodel.property.cm_sizeQuota.description,The maximum amount of disk space the person can use, 
content-model.cm_contentmodel.property.cm_emailFeedId.title,Email Feed Id, 
content-model.cm_contentmodel.property.cm_emailFeedId.description,The id of the person's email feed id, 
content-model.cm_contentmodel.association.cm_avatar.title,Avatar, 
content-model.cm_contentmodel.association.cm_avatar.description,The person's avatar image, 
content-model.cm_contentmodel.type.cm_category_root.title,Category Root, 
content-model.cm_contentmodel.type.cm_category_root.description,Root Category, 
content-model.cm_contentmodel.association.cm_categories.title,Categories, 
content-model.cm_contentmodel.association.cm_categories.description,Categories within Category Root, 
content-model.cm_contentmodel.type.cm_category.title,Category, 
content-model.cm_contentmodel.type.cm_category.description,Category, 
content-model.cm_contentmodel.association.cm_subcategories.title,Categories, 
content-model.cm_contentmodel.association.cm_subcategories.description,Sub-categories within Category, 
content-model.cm_contentmodel.aspect.cm_titled.title,Titled, 
content-model.cm_contentmodel.aspect.cm_titled.description,Titled, 
content-model.cm_contentmodel.property.cm_title.title,Title, 
content-model.cm_contentmodel.property.cm_title.description,Content Title, 
content-model.cm_contentmodel.property.cm_description.title,Description, 
content-model.cm_contentmodel.property.cm_description.description,Content Description, 
content-model.cm_contentmodel.aspect.cm_auditable.title,Auditable, 
content-model.cm_contentmodel.aspect.cm_auditable.description,Auditable, 
content-model.cm_contentmodel.property.cm_created.title,Created Date, 
content-model.cm_contentmodel.property.cm_created.description,Created Date, 
content-model.cm_contentmodel.property.cm_creator.title,Creator, 
content-model.cm_contentmodel.property.cm_creator.description,Who created this item, 
content-model.cm_contentmodel.property.cm_modified.title,Modified Date, 
content-model.cm_contentmodel.property.cm_modified.description,When this item was last modified, 
content-model.cm_contentmodel.property.cm_modifier.title,Modifier, 
content-model.cm_contentmodel.property.cm_modifier.description,Who last modified this item, 
content-model.cm_contentmodel.property.cm_accessed.title,Last Accessed Date, 
content-model.cm_contentmodel.property.cm_accessed.description,When this item was last accessed, 
content-model.cm_contentmodel.aspect.cm_author.title,Author, 
content-model.cm_contentmodel.aspect.cm_author.description,Author, 
content-model.cm_contentmodel.property.cm_author.title,Author, 
content-model.cm_contentmodel.property.cm_author.description,Author, 
content-model.cm_contentmodel.aspect.cm_localizable.title,Localizable, 
content-model.cm_contentmodel.aspect.cm_localizable.description,Localizable, 
content-model.cm_contentmodel.property.cm_locale.title,Locale, 
content-model.cm_contentmodel.property.cm_locale.description,Locale, 
content-model.cm_contentmodel.aspect.cm_translatable.title,Translatable, 
content-model.cm_contentmodel.aspect.cm_translatable.description,Translatable, 
content-model.cm_contentmodel.association.cm_translations.title,Translations, 
content-model.cm_contentmodel.association.cm_translations.description,Translations, 
content-model.cm_contentmodel.aspect.cm_transformable.title,Transformable, 
content-model.cm_contentmodel.aspect.cm_transformable.description,Transformable, 
content-model.cm_contentmodel.association.cm_formats.title,Formats, 
content-model.cm_contentmodel.association.cm_formats.description,Transformed Items, 
content-model.cm_contentmodel.aspect.cm_templatable.title,Templatable, 
content-model.cm_contentmodel.aspect.cm_templatable.description,Templatable, 
content-model.cm_contentmodel.property.cm_template.title,Template, 
content-model.cm_contentmodel.property.cm_template.description,Template, 
content-model.cm_contentmodel.aspect.cm_complianceable.title,Complianceable, 
content-model.cm_contentmodel.aspect.cm_complianceable.description,Complianceable, 
content-model.cm_contentmodel.property.cm_removeAfter.title,Remove After, 
content-model.cm_contentmodel.property.cm_removeAfter.description,Remove After, 
content-model.cm_contentmodel.aspect.cm_ownable.title,Ownable, 
content-model.cm_contentmodel.aspect.cm_ownable.description,Ownable, 
content-model.cm_contentmodel.property.cm_owner.title,Owner, 
content-model.cm_contentmodel.property.cm_owner.description,Owner, 
content-model.cm_contentmodel.aspect.cm_dublincore.title,Dublin Core, 
content-model.cm_contentmodel.aspect.cm_dublincore.description,Dublin Core, 
content-model.cm_contentmodel.property.cm_publisher.title,Publisher, 
content-model.cm_contentmodel.property.cm_publisher.description,Publisher, 
content-model.cm_contentmodel.property.cm_contributor.title,Contributor, 
content-model.cm_contentmodel.property.cm_contributor.description,Contributor, 
content-model.cm_contentmodel.property.cm_type.title,Type, 
content-model.cm_contentmodel.property.cm_type.description,Type, 
content-model.cm_contentmodel.property.cm_identifier.title,Identifier, 
content-model.cm_contentmodel.property.cm_identifier.description,Identifier, 
content-model.cm_contentmodel.property.cm_dcsource.title,Source, 
content-model.cm_contentmodel.property.cm_dcsource.description,Source, 
content-model.cm_contentmodel.property.cm_coverage.title,Coverage, 
content-model.cm_contentmodel.property.cm_coverage.description,Coverage, 
content-model.cm_contentmodel.property.cm_rights.title,Rights, 
content-model.cm_contentmodel.property.cm_rights.description,Rights, 
content-model.cm_contentmodel.property.cm_subject.title,Subject, 
content-model.cm_contentmodel.property.cm_subject.description,Subject, 
content-model.cm_contentmodel.aspect.cm_basable.title,Basable, 
content-model.cm_contentmodel.aspect.cm_basable.description,Basable, 
content-model.cm_contentmodel.association.cm_basis.title,Basis, 
content-model.cm_contentmodel.association.cm_basis.description,Basis, 
content-model.cm_contentmodel.aspect.cm_partable.title,Partable, 
content-model.cm_contentmodel.aspect.cm_partable.description,Partable, 
content-model.cm_contentmodel.association.cm_parts.title,Parts, 
content-model.cm_contentmodel.association.cm_parts.description,Parts, 
content-model.cm_contentmodel.aspect.cm_referencing.title,Referencing, 
content-model.cm_contentmodel.aspect.cm_referencing.description,Referencing, 
content-model.cm_contentmodel.association.cm_references.title,References, 
content-model.cm_contentmodel.association.cm_references.description,References, 
content-model.cm_contentmodel.aspect.cm_replacable.title,Replaceable, 
content-model.cm_contentmodel.aspect.cm_replacable.description,Replaceable, 
content-model.cm_contentmodel.association.cm_replaces.title,Replaces, 
content-model.cm_contentmodel.association.cm_replaces.description,Replaces, 
content-model.cm_contentmodel.aspect.cm_effectivity.title,Effectivity, 
content-model.cm_contentmodel.aspect.cm_effectivity.description,Effectivity, 
content-model.cm_contentmodel.property.cm_from.title,Effective From, 
content-model.cm_contentmodel.property.cm_from.description,Effective From, 
content-model.cm_contentmodel.property.cm_to.title,Effective To, 
content-model.cm_contentmodel.property.cm_to.description,Effective To, 
content-model.cm_contentmodel.aspect.cm_summarizable.title,Summarizable, 
content-model.cm_contentmodel.aspect.cm_summarizable.description,Summarizable, 
content-model.cm_contentmodel.property.cm_summary.title,Summary, 
content-model.cm_contentmodel.property.cm_summary.description,Summary, 
content-model.cm_contentmodel.aspect.cm_countable.title,Countable, 
content-model.cm_contentmodel.aspect.cm_countable.description,Countable, 
content-model.cm_contentmodel.property.cm_hits.title,Hits, 
content-model.cm_contentmodel.property.cm_hits.description,Hits, 
content-model.cm_contentmodel.aspect.cm_copiedFrom.title,Copied From, 
content-model.cm_contentmodel.aspect.cm_copiedFrom.description,Copied From, 
content-model.cm_contentmodel.property.cm_source.title,Source, 
content-model.cm_contentmodel.property.cm_source.description,Source, 
content-model.cm_contentmodel.aspect.cm_workingcopy.title,Working Copy, 
content-model.cm_contentmodel.aspect.cm_workingcopy.description,Working Copy, 
content-model.cm_contentmodel.property.cm_workingCopyOwner.title,Working Copy Owner, 
content-model.cm_contentmodel.property.cm_workingCopyOwner.description,Working Copy Owner, 
content-model.cm_contentmodel.aspect.cm_versionable.title,Versionable, 
content-model.cm_contentmodel.aspect.cm_versionable.description,Versionable, 
content-model.cm_contentmodel.property.cm_versionLabel.title,Version Label, 
content-model.cm_contentmodel.property.cm_versionLabel.description,Version Label, 
content-model.cm_contentmodel.property.cm_autoVersion.title,Auto Version, 
content-model.cm_contentmodel.property.cm_autoVersion.description,Auto Version, 
content-model.cm_contentmodel.property.cm_initialVersion.title,Initial Version, 
content-model.cm_contentmodel.property.cm_initialVersion.description,Initial Version, 
content-model.cm_contentmodel.aspect.cm_lockable.title,Lockable, 
content-model.cm_contentmodel.aspect.cm_lockable.description,Lockable, 
content-model.cm_contentmodel.property.cm_lockOwner.title,Lock Owner, 
content-model.cm_contentmodel.property.cm_lockOwner.description,Lock Owner, 
content-model.cm_contentmodel.property.cm_lockType.title,Lock Type, 
content-model.cm_contentmodel.property.cm_lockType.description,Lock Type, 
content-model.cm_contentmodel.property.cm_lockLifetime.title,Lock Lifetime, 
content-model.cm_contentmodel.property.cm_lockLifetime.description,Lock Lifetime, 
content-model.cm_contentmodel.property.cm_expiryDate.title,Expiry Date, 
content-model.cm_contentmodel.property.cm_expiryDate.description,Expiry Date, 
content-model.cm_contentmodel.property.cm_lockIsDeep.title,Deep Lock, 
content-model.cm_contentmodel.property.cm_lockIsDeep.description,Deep Lock, 
content-model.cm_contentmodel.aspect.cm_subscribable.title,Subscribable, 
content-model.cm_contentmodel.aspect.cm_subscribable.description,Subscribable, 
content-model.cm_contentmodel.association.cm_subscribedBy.title,Subscribed By, 
content-model.cm_contentmodel.association.cm_subscribedBy.description,Subscribed By, 
content-model.cm_contentmodel.aspect.cm_classifiable.title,Classifiable, 
content-model.cm_contentmodel.aspect.cm_classifiable.description,Classifiable, 
content-model.cm_contentmodel.aspect.cm_generalclassifiable.title,Classifiable, 
content-model.cm_contentmodel.aspect.cm_generalclassifiable.description,Classifiable, 
content-model.cm_contentmodel.property.cm_categories.title,Categories, 
content-model.cm_contentmodel.property.cm_categories.description,Categories, 
content-model.cm_contentmodel.aspect.cm_taggable.title,Taggable, 
content-model.cm_contentmodel.aspect.cm_taggable.description,Taggable, 
content-model.cm_contentmodel.property.cm_taggable.title,Tags, 
content-model.cm_contentmodel.property.cm_taggable.description,Tags, 
content-model.cm_contentmodel.aspect.cm_attachable.title,Attachable, 
content-model.cm_contentmodel.aspect.cm_attachable.description,Allows other repository objects to be attached, 
content-model.cm_contentmodel.association.cm_attachments.title,Attachments, 
content-model.cm_contentmodel.association.cm_attachments.description,Attached repository objects, 
content-model.cm_contentmodel.aspect.cm_emailed.title,Emailed, 
content-model.cm_contentmodel.aspect.cm_emailed.description,Emailed, 
content-model.cm_contentmodel.property.cm_originator.title,From, 
content-model.cm_contentmodel.property.cm_originator.description,From, 
content-model.cm_contentmodel.property.cm_addressee.title,To, 
content-model.cm_contentmodel.property.cm_addressee.description,To, 
content-model.cm_contentmodel.property.cm_addressees.title,CC, 
content-model.cm_contentmodel.property.cm_addressees.description,CC, 
content-model.cm_contentmodel.property.cm_subjectline.title,Subject, 
content-model.cm_contentmodel.property.cm_subjectline.description,Subject, 
content-model.cm_contentmodel.property.cm_sentdate.title,Sent Date, 
content-model.cm_contentmodel.property.cm_sentdate.description,Sent Date, 
content-model.cm_contentmodel.aspect.cm_geographic.title,Geographic, 
content-model.cm_contentmodel.aspect.cm_geographic.description,Geographic, 
content-model.cm_contentmodel.property.cm_latitude.title,Latitude, 
content-model.cm_contentmodel.property.cm_latitude.description,Latitude, 
content-model.cm_contentmodel.property.cm_longitude.title,Longitude, 
content-model.cm_contentmodel.property.cm_longitude.description,Longitude, 
