String ID,enu,Comment
records-model.rma_recordsmanagement.association.rma_transfers.title,Transfers, 
records-model.rma_recordsmanagement.association.rma_transfers.decription,Transfers, 
records-model.rma_recordsmanagement.aspect.rma_declaredRecord.title,Completed Record, 
records-model.rma_recordsmanagement.aspect.rma_declaredRecord.decription,Completed Record, 
records-model.rma_recordsmanagement.property.rma_declaredAt.title,Date Completed, 
records-model.rma_recordsmanagement.property.rma_declaredAt.decription,Date Completed, 
records-model.rma_recordsmanagement.property.rma_declaredBy.title,Completed By, 
records-model.rma_recordsmanagement.property.rma_declaredBy.decription,Completed By, 
records-model.rma_recordsmanagement.aspect.rma_recordComponentIdentifier.title,Record component identifier, 
records-model.rma_recordsmanagement.aspect.rma_recordComponentIdentifier.decription,Record component identifier, 
records-model.rma_recordsmanagement.property.rma_identifier.title,Record ID, 
records-model.rma_recordsmanagement.property.rma_identifier.decription,Unique record identifier, 
records-model.rma_recordsmanagement.property.rma_dbUniquenessId.title,Database uniqueness, 
records-model.rma_recordsmanagement.property.rma_dbUniquenessId.decription,Database uniqueness, 
records-model.rma_recordsmanagement.aspect.rma_vitalRecordDefinition.title,Vital Record Definition, 
records-model.rma_recordsmanagement.aspect.rma_vitalRecordDefinition.decription,Vital Record Definition, 
records-model.rma_recordsmanagement.property.rma_reviewPeriod.title,Review Period, 
records-model.rma_recordsmanagement.property.rma_reviewPeriod.decription,Review Period, 
records-model.rma_recordsmanagement.property.rma_vitalRecordIndicator.title,Vital Record Indicator, 
records-model.rma_recordsmanagement.property.rma_vitalRecordIndicator.decription,Vital Record Indicator, 
records-model.rma_recordsmanagement.aspect.rma_record.title,Record, 
records-model.rma_recordsmanagement.aspect.rma_record.decription,Record, 
records-model.rma_recordsmanagement.property.rma_dateFiled.title,Date Filed, 
records-model.rma_recordsmanagement.property.rma_dateFiled.decription,Date Filed, 
records-model.rma_recordsmanagement.property.rma_origionalName,Original Name, 
records-model.rma_recordsmanagement.aspect.rma_recordMetaData.title,Record Metadata, 
records-model.rma_recordsmanagement.aspect.rma_recordMetaData.description,Marker aspect for record metadata, 
records-model.rma_recordsmanagement.aspect.rma_commonRecordDetails.title,Common Records Details, 
records-model.rma_recordsmanagement.aspect.rma_commonRecordDetails.description,Metadata common to all record types, 
records-model.rma_recordsmanagement.property.rma_location.title,Location, 
records-model.rma_recordsmanagement.property.rma_location.decription,Location, 
records-model.rma_recordsmanagement.aspect.rma_vitalRecord.title,Vital Record, 
records-model.rma_recordsmanagement.aspect.rma_vitalRecord.decription,Vital Record, 
records-model.rma_recordsmanagement.property.rma_reviewAsOf.title,Next Review, 
records-model.rma_recordsmanagement.property.rma_reviewAsOf.decription,Next Review, 
records-model.rma_recordsmanagement.aspect.rma_scheduled.title,Scheduled, 
records-model.rma_recordsmanagement.aspect.rma_scheduled.decription,Scheduled, 
records-model.rma_recordsmanagement.association.rma_dispositionSchedule.title,Retention Schedule, 
records-model.rma_recordsmanagement.association.rma_dispositionSchedule.decription,Retention Schedule, 
records-model.rma_recordsmanagement.aspect.rma_dispositionLifecycle.title,Retention Lifecycle, 
records-model.rma_recordsmanagement.aspect.rma_dispositionLifecycle.decription,Retention Lifecycle, 
records-model.rma_recordsmanagement.association.rma_nextDispositionAction.title,Next retention action, 
records-model.rma_recordsmanagement.association.rma_nextDispositionAction.decription,Next retention action, 
records-model.rma_recordsmanagement.association.rma_dispositionActionHistory.title,Retention Action History, 
records-model.rma_recordsmanagement.association.rma_dispositionActionHistory.decription,Retention Action History, 
records-model.rma_recordsmanagement.aspect.rma_cutOff.title,Cut Off, 
records-model.rma_recordsmanagement.aspect.rma_cutOff.decription,Cut Off, 
records-model.rma_recordsmanagement.property.rma_cutOffDate.title,Cut Off Date, 
records-model.rma_recordsmanagement.property.rma_cutOffDate.decription,Cut Off Date, 
records-model.rma_recordsmanagement.aspect.rma_transferred.title,Transferred, 
records-model.rma_recordsmanagement.aspect.rma_transferred.decription,Transferred, 
records-model.rma_recordsmanagement.aspect.rma_ascended.title,Ascended, 
records-model.rma_recordsmanagement.aspect.rma_ascended.decription,Ascended, 
records-model.rma_recordsmanagement.aspect.rma_frozen.title,On Hold, 
records-model.rma_recordsmanagement.aspect.rma_frozen.decription,On Hold, 
records-model.rma_recordsmanagement.property.rma_frozenAt.title,Held At, 
records-model.rma_recordsmanagement.property.rma_frozenAt.decription,Held At, 
records-model.rma_recordsmanagement.property.rma_frozenBy.title,Held By, 
records-model.rma_recordsmanagement.property.rma_frozenBy.decription,Held By, 
records-model.rma_recordsmanagement.aspect.rma_caveatConfigRoot.title,Caveat Configuration Root, 
records-model.rma_recordsmanagement.aspect.rma_caveatConfigRoot.decription,Caveat Configuration Root, 
records-model.rma_recordsmanagement.association.rma_caveatConfigAssoc.title,Caveat Configuration, 
records-model.rma_recordsmanagement.association.rma_caveatConfigAssoc.description,Caveat Configuration, 
records-model.rma_recordsmanagement.aspect.rma_emailConfigRoot.title,Email Configuration Root, 
records-model.rma_recordsmanagement.aspect.rma_emailConfigRoot.decription,Email Configuration Root, 
records-model.rma_recordsmanagement.association.rma_emailConfigAssoc.title,Email Configuration, 
records-model.rma_recordsmanagement.association.rma_emailConfigAssoc.description,Email Configuration, 
records-model.rma_recordsmanagement.aspect.rma_recordSearch.title,Record Search, 
records-model.rma_recordsmanagement.aspect.rma_recordSearch.decription,Information to support Records Management search, 
records-model.rma_recordsmanagement.property.rma_recordSearchHasDispositionSchedule.title,Has Retention Schedule, 
records-model.rma_recordsmanagement.property.rma_recordSearchHasDispositionSchedule.description,Indicates whether the item has an associated retention schedule, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionActionName.title,Retention Action Name, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionActionName.description,The name of the next retention action, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionActionAsOf.title,Retention Action of, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionActionAsOf.description,The date at which the next retention action becomes eligible, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionPeriod.title,Retention Period, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionPeriod.description,Retention Period, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionPeriodExpression.title,Retention Period Expression, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionPeriodExpression.description,Retention Period Expression, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionEventsEligible.title,Retention Events Eligible, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionEventsEligible.description,Retention Events Eligible, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionEvents.title,Retention Events, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionEvents.description,Retention Events, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionAuthority.title,Retention Authority, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionAuthority.description,Retention Authority, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionInstructions.title,Retention Instructions, 
records-model.rma_recordsmanagement.property.rma_recordSearchDispositionInstructions.description,Retention Instructions, 
records-model.rma_recordsmanagement.property.rma_recordSearchHoldReason.title,Hold Reason, 
records-model.rma_recordsmanagement.property.rma_recordSearchHoldReason.description,Hold Reason, 
records-model.rma_recordsmanagement.property.rma_recordSearchVitalRecordReviewPeriod.title,Vital Record Review Period, 
records-model.rma_recordsmanagement.property.rma_recordSearchVitalRecordReviewPeriod.description,Vital Record Review Period, 
records-model.rma_recordsmanagement.property.rma_recordSearchVitalRecordReviewPeriodExpression.title,Review Period Expression, 
records-model.rma_recordsmanagement.property.rma_recordSearchVitalRecordReviewPeriodExpression.description,Review Period Expression, 
records-model.rma_recordsmanagement.aspect.rma_versionedRecord.title,Versioned Record, 
records-model.rma_recordsmanagement.aspect.rma_versionedRecord.decription,Versioned Record, 
records-model.rma_recordsmanagement.aspect.rma_unpublishedUpdate.title,Unpublished Update, 
records-model.rma_recordsmanagement.aspect.rma_unpublishedUpdate.decription,Unpublished Update, 
records-model.rma_recordsmanagement.property.rma_unpublishedUpdate.title,Unpublished Update, 
records-model.rma_recordsmanagement.property.rma_unpublishedUpdate.description,Indicates whether there is an unpublished update, 
records-model.rma_recordsmanagement.property.rma_updateTo.title,Update To, 
records-model.rma_recordsmanagement.property.rma_updateTo.description,Destination of the update, 
records-model.rma_recordsmanagement.property.rma_updatedProperties.title,Updated Properties, 
records-model.rma_recordsmanagement.property.rma_updatedProperties.description,The updated properties, 
records-model.rma_recordsmanagement.property.rma_publishInProgress.title,Publish In Progress, 
records-model.rma_recordsmanagement.property.rma_publishInProgress.description,Indicates whether a publish is currently in progress, 
records-model.rma_recordsmanagement.aspect.dod_ghosted.title,Metadata Only Record, 
records-model.rma_recordsmanagement.aspect.dod_ghosted.description,Metadata only record, 
records-model.listconstraint.rmc_tlList.title,Transfer Locations, 
records-model.listconstraint.rmc_smList.title,Supplemental Markings, 
report-model.rmr_recordsmanagementreport.description,Records Management Report Content Model, 
report-model.rmr_recordsmanagementreport.type.rmr_report.title,Report, 
report-model.rmr_recordsmanagementreport.type.rmr_report.description,Records Management report., 
report-model.rmr_recordsmanagementreport.type.rmr_destructionReport.title,Transfer Report, 
report-model.rmr_recordsmanagementreport.type.rmr_destructionReport.description,Records Management transfer report., 
report-model.rmr_recordsmanagementreport.type.rmr_destructionReport.title.NR1,Destruction Report, 
report-model.rmr_recordsmanagementreport.type.rmr_destructionReport.description.NR1,Records Management destruction report., 
report-model.rmr_recordsmanagementreport.type.rmr_holdReport.title,Hold Report, 
report-model.rmr_recordsmanagementreport.type.rmr_holdReport.description,Records Management hold report., 
report-service.report.default,Report, 
rm-actions.cutoff.title,Cut Off, 
rm-actions.cutoff.description,Cut Off, 
rm-actions.retain.title,Retain, 
rm-actions.retain.description,Retain, 
rm-actions.destroy.title,Destroy, 
rm-actions.destroy.description,Destroy, 
rm-events.rmeventservice.rmEventType.simple,Simple Event, 
rm-events.rmeventservice.rmEventType.obsolete,Obsoleted Event, 
rm-events.rmeventservice.rmEventType.superseded,Superseded Event, 
rm-events.rmeventservice.rmEventType.crossReferencedRecordTransfered,Cross-Referenced Record Transferred, 
rm-events.rmeventservice.rmEventType.versioned,Versioned Event, 
rm-events.rmevent.case_closed,Case Closed, 
rm-events.rmevent.abolished,Abolished, 
rm-events.rmevent.re_designated,Redesignated, 
rm-events.rmevent.no_longer_needed,No Longer Needed, 
rm-events.rmevent.superseded,Superseded, 
rm-events.rmevent.versioned,Versioned, 
rm-events.rmevent.study_complete,Study Complete, 
rm-events.rmevent.training_complete,Training Complete, 
rm-events.rmevent.related_record_trasfered_inactive_storage,Related Record Transferred to Inactive Storage, 
rm-events.rmevent.obsolete,Obsolete, 
rm-events.rmevent.all_allowances_granted_are_terminated,All Allowances Granted are Terminated, 
rm-events.rmevent.WGI_action_complete,WGI Action Complete, 
rm-events.rmevent.separation,Separation, 
rm-events.rmevent.case_complete,Case Complete, 
rm-events.rmevent.declassification_review,Declassification Review, 
rm-system.rm.hold.name,Hold, 
rm-system.rm.role.extendedReaders,In-Place Readers, 
rm-system.rm.role.extendedWriters,In-Place Writers, 
rm-system.rm.role.user,Records Management User, 
rm-system.rm.role.powerUser,Records Management Power User, 
rm-system.rm.role.securityOfficer,Records Management Security Officer, 
rm-system.rm.role.recordsManager,Records Management Manager, 
rm-system.rm.role.administrator,Records Management Administrator, 
rm-system.rm.role.all,All Records Management Roles, 
rm-system.rm.savedsearch.vitalRecordsName,Vital Records due for Review, 
rm-system.rm.savedsearch.vitalRecordsDesc,All records currently due for review., 
rm-system.rm.savedsearch.incompleteRecordsName,Incomplete Records, 
rm-system.rm.savedsearch.incompleteRecordsDesc,All incomplete records., 
rm-system.rm.savedsearch.cutoffRecordsName,Records and Record Folders Eligible for Cut Off, 
rm-system.rm.savedsearch.cutoffRecordsDesc,All records and record folders currently eligible for cut off., 
rm-system.rm.savedsearch.transferRecordsName,Records and Record Folders Eligible for Transfer, 
rm-system.rm.savedsearch.transferRecordsDesc,All record folders and records currently eligible for transfer., 
rm-system.rm.savedsearch.destructionRecordsName,Records and Record Folders Eligible for Destruction, 
rm-system.rm.savedsearch.destructionRecordsDesc,All records currently eligible for destruction., 
rm-system.rm.savedsearch.frozenRecordsName,Records and Record Folders On Hold, 
rm-system.rm.savedsearch.frozenRecordsDesc,All records and record folders currently on hold., 
template.file.report.acession.report,Accession Report, 
template.file.report.date.format,EEE MMM dd HH:mm:ss zzz yyyy, 
template.file.report.declared.by,declared by, 
template.file.report.declared.on,on, 
template.file.report.destroyed,Destroyed, 
template.file.report.destroyed.records,Destroyed Records, 
template.file.report.destruction.report,Destruction Report, 
template.file.report.disposition.authority,Retention Authority, 
template.file.report.disposition.instructions,Retention Instructions, 
template.file.report.nara,NARA, 
template.file.report.transfer.date,Transfer Date, 
template.file.report.transfer.location,Transfer Location, 
template.file.report.transfer.report,Transfer Report, 
template.file.report.transferred.items,Transferred Items, 
template.file.report.performed.by,Performed By, 
template.file.report.record,Record, 
template.file.report.record.folder,Record Folder, 
template.file.report.unique.folder.identifier,Unique Folder ID, 
template.file.report.unique.record.identifier,Unique Record ID, 
template.file.report.hold.report,Hold Report, 
template.file.report.hold.name,Hold Name, 
template.file.report.hold.description,Hold Description, 
template.file.report.hold.reason,Hold Reason, 
template.file.report.hold.held,Held, 
template.file.report.createdby,Created By, 
template.file.report.createdon,Created On, 
rmconstraint.put.rm.admin.list-already-exists,"A list with the name ""{0}"" already exists.", 
rmconstraints.post.rm.admin.list-already-exists,"A list with the name ""{0}"" already exists.", 
rm-workflow-messages.activitiReviewPooled.workflow.info.requested,Information requested for the record, 
rm-workflow-messages.activitiReviewPooled.workflow.info.provided,Information provided for the record, 
rm-workflow-messages.activitiReviewPooled.workflow.email.subject,Information provided for the record, 
rm-workflow-messages.activitiReviewPooled.workflow.email.body1,The user, 
rm-workflow-messages.activitiReviewPooled.workflow.email.body2,has provided the information required for the record., 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_workflowTask.title,Workflow Task, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_workflowTask.decription,Workflow Task, 
rm-workflow-messages.rmwf_workflowmodel.property.rmwf_requestedInformation.title,Requested Information, 
rm-workflow-messages.rmwf_workflowmodel.property.rmwf_requestedInformation.decription,Requested Information, 
rm-workflow-messages.rmwf_workflowmodel.property.rmwf_message.title,Message, 
rm-workflow-messages.rmwf_workflowmodel.property.rmwf_message.decription,Message, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_submitRequestInfoTask.title,Request Information Task, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_submitRequestInfoTask.description,Request Information Task, 
rm-workflow-messages.rmwf_workflowmodel.association.rmwf_mixedAssignees.title,Assignees, 
rm-workflow-messages.rmwf_workflowmodel.association.rmwf_mixedAssignees.description,Assignees, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_requestInfoTask.title,Request Information Task, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_requestInfoTask.description,Request Information Task, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_reviewRequestInfoTask.title,Request Information Task, 
rm-workflow-messages.rmwf_workflowmodel.type.rmwf_reviewRequestInfoTask.description,Request Information Task, 
dod5015_2.label.set.rm-metadata-dod-dod5015record,DOD5015 Record, 
dod5015_2.label.set.rm-metadata-dod-scannedRecord,Scanned Record, 
dod5015_2.label.set.rm-metadata-dod-pdfRecord,PDF Record, 
dod5015_2.label.set.rm-metadata-dod-digitalPhotographRecord,Digital Photograph Record, 
dod5015_2.label.set.rm-metadata-dod-webRecord,Web Record, 
rm.page.rmDocumentLibrary.title,File Plan, 
rm.page.rmDocumentLibrary.description,Records Management File Plan, 
rm.page.rmSearch.title,Records Search, 
rm.page.rmSearch.description,Records Search page, 
rm.page.rmSiteDashboard.title,Records Management Site Dashboard, 
rm.page.rmSiteDashboard.description,Records Management site dashboard page, 
rm.page.rmAudit.title,Audit Log, 
rm.page.rmAudit.description,Audit Log page, 
rm.page.rmNewReference.title,New Reference, 
rm.page.rmNewReference.description,New Reference between records, 
rm.page.rmDispositionEdit.title,Edit Retention Schedule, 
rm.page.rmDispositionEdit.description,Page for editing the retention schedule, 
rm.page.rmPermissions.title,Manage Permissions, 
rm.page.rmPermissions.description,Page for managing permissions, 
rm.page.rmConsole.title,RM Admin Tools, 
rm.page.rmConsole.description,Records Management Administration Tools, 
rm.page.rmRecordSeriesDetails.title,Record Series Details, 
rm.page.rmRecordSeriesDetails.description,Record Series Details page for Records Management, 
rm.page.rmRecordCategoryDetails.title,Record Category Details, 
rm.page.rmRecordCategoryDetails.description,Record Category Details page for Records Management, 
rm.page.rmRecordFolderDetails.title,Record Folder Details, 
rm.page.rmRecordFolderDetails.description,Record Folder Details page for Records Management, 
rm.label.set.idStatus,Identification and Status, 
rm.label.set.general,General, 
rm.label.set.record,Record, 
rm.label.set.correspondence,Correspondence, 
rm.label.set.security,Security, 
rm.label.set.vitalRecord,Vital Record, 
rm.label.set.disposition,Retention Schedule, 
rm.label.set.customMetadata,Custom Properties, 
rm.label.set.recordVersion,Record Version, 
rm.label.set.recordFolder,Record Folder, 
rm.label.set.recordCategory,Record Category, 
rm.label.hold.reason,Reason, 
rm.label.hold.delete.empty,Delete Hold When Empty, 
rm.label.recordLevelDisposition,Applied to, 
rm.label.record,Record, 
rm.label.folder,Record Folder, 
rm.label.declared,Completed, 
rm.label.recordType,Record Type, 
rm.label.seriesIdentifier,Record Series ID, 
rm.label.categoryIdentifier,Record Category ID, 
rm.label.folderIdentifier,Record Folder ID, 
rm.label.recordIdentifier,Record ID, 
rm.label.dispositionInstructions,Retention Instructions, 
rm.label.dispositionAsOfDate,Disposition as of Date, 
rm.label.physicalSize,Physical Size, 
rm.label.numberOfCopies,Number of Copies, 
rm.label.storageLocation,Storage Location, 
rm.label.shelf,Shelf, 
rm.label.file,File, 
rm.label.box,Box, 
rm.label.versionDescription,Version Description, 
rm.label.VersionLabel,Version Label, 
rm.label.menu.content,Content, 
rm.label.menu.records,Record, 
rm.label.menu.disposition,Retention Schedule, 
rm.label.menu.specialtypes,Special Types, 
rm.label.menu.imap,IMAP, 
rm.label.menu.custom,Custom Properties, 
rm.button.reject.record,Reject Record, 
rm.button.request-info,Request Information, 
rm.message.confirm.delete.title,Delete Confirmation, 
rm.message.confirm.delete,Are you sure you want to delete '{0}'?, 
rm.message.confirm.destroy.title,Destroy Confirmation, 
rm.message.confirm.destroy,Are you sure you want to destroy '{0}'?, 
rm.message.confirm.destroyMultiple,Are you sure you want to destroy the {0} selected files?, 
rm.message.confirm2.destroy.title,Destroy Confirmation, 
rm.message.confirm2.destroy,"The content for the file will be permanently deleted, are you sure you want to continue?", 
rm.message.confirm2.destroyMultiple,"The content for the files will be permanently deleted, are you sure you want to continue?", 
rm.message.confirm.hide.record.title,Hide Record, 
rm.message.confirm.hide.record,This file has been made a record. Click OK to hide it so that it can't be seen here., 
rm.message.select,Select, 
rm.message.pdf-record-fonts.title,PDF Records: Embedded Font Check, 
rm.message.pdf-record-fonts.accession,Check that any PDF records just accessioned include the applicable embedded fonts., 
rm.message.pdf-record-fonts.transfer,Check that any PDF records just transferred include the applicable embedded fonts., 
rm.message.pdf-record-fonts.unknown,"If the transfer or accession included PDF records, you should check that the applicable embedded fonts have been included.", 
rm.message.request-info-success,Information requested successfully, 
rm.message.request-info-failure,We hit a problem with the information request., 
rm.message.confirm.delete-hold.title,Delete Hold, 
rm.message.confirm.delete-hold,If you delete hold '{0}' then all the records it's holding will be released., 
rm.message.confirm.close-rejected-record.title,Confirm, 
rm.message.confirm.close-rejected-record,If you remove the rejected record warning then the options to declare the file as a record will be available again., 
rm.message.confirm.unlink.title,Unlink Confirmation, 
rm.message.confirm.unlink.text,Are you sure you want to unlink the record?, 
rm.message.confirm.close-child-classification-complete.title,Child Classifying is complete, 
rm.message.confirm.close-child-classification-complete,Are you sure you want to hide this message?, 
rm.message.admin-console-access-denied,You need additional permissions to access this page. Check with your I.T. Dept., 
rm.path.fileplan,File Plan, 
rm.actions.more,More, 
rm.actions.accession,Accession, 
rm.actions.close-folder,Close Folder, 
rm.actions.copy-to,Copy to, 
rm.actions.cutoff,Cut Off, 
rm.actions.declare,Complete Record, 
rm.actions.delete,Delete, 
rm.actions.destroy,Destroy, 
rm.actions.download,Download, 
rm.actions.download-zip,Download Zip, 
rm.actions.edit-details,Edit Metadata, 
rm.actions.edit-disposition-as-of-date,Edit Retention Date, 
rm.actions.edit-disposition-schedule,Edit Retention Schedule, 
rm.actions.edit-reason,Edit Hold Details, 
rm.actions.edit-review-as-of-date,Edit Review Date, 
rm.actions.file-report,File Report, 
rm.actions.link-to,Link to, 
rm.actions.unlink-from,Unlink Record, 
rm.actions.file-to,File to, 
rm.actions.manage-permissions,Manage Permissions, 
rm.actions.move-to,Move to, 
rm.actions.open-folder,Reopen Folder, 
rm.actions.review-all,Review All, 
rm.actions.reviewed,Reviewed, 
rm.actions.add-record-metadata,Add Record Metadata, 
rm.actions.split-email,Split Email Attachments, 
rm.actions.transfer,Transfer, 
rm.actions.transfer-complete,Complete Transfer, 
rm.actions.undeclare,Reopen Record, 
rm.actions.undo-cutoff,Undo Cut Off, 
rm.actions.create-disposition-schedule,Create Retention Schedule, 
rm.actions.upload-new-version,Upload New Version, 
rm.actions.view-details,View Details, 
rm.actions.view-audit-log,View Audit Log, 
rm.actions.create-record,Declare as Record, 
rm.actions.declare-file-to,File as Record, 
rm.actions.declare-as-version-record,Declare Version as Record, 
rm.actions.hide-record,Hide Record, 
rm.actions.reject,Reject, 
rm.actions.request-info,Request Information, 
rm.actions.file-destruction-report,Generate Destruction Report, 
rm.actions.end-retention,End Retention, 
rm.action.edit.hold,Edit Hold, 
rm.actions.delete.hold,Delete Hold, 
rm.actions.add-to-hold,Add to Hold, 
rm.actions.remove-from-hold,Remove from Hold, 
rm.actions.file-hold-report,Generate Hold Report, 
rm.actions.move-dm-record,Move Record, 
rm.actions.recorded-version-config,Auto-Declare Options, 
rm.actions.add-relationship,Add Relationship, 
rm.message.multi-select,{0} selected items, 
rm.message.accession.failure,Couldn't accession '{0}'. Contact your I.T. Dept., 
rm.message.accession.success,'{0}' successfully accessioned, 
rm.message.accession-complete.failure,Couldn't complete accession '{0}'. Contact your I.T. Dept., 
rm.message.accession-complete.success,'{0}' accession completed, 
rm.message.close.failure,Couldn't close '{0}'. Contact your I.T. Dept., 
rm.message.close.success,'{0}' successfully closed, 
rm.message.cutoff.failure,Couldn't cut off '{0}'. Contact your I.T. Dept., 
rm.message.cutoff.success,'{0}' successfully cut off, 
rm.message.declare.failure,Couldn't complete '{0}' record, 
rm.message.declare.failure.more,The record has metadata that needs to be completed., 
rm.message.declare.success,'{0}' was completed, 
rm.message.delete.failure,Couldn't delete '{0}'. Try speaking with your I.T. Dept., 
rm.message.delete.success,'{0}' successfully deleted, 
rm.message.destroy.failure,Couldn't destroy '{0}'. Contact your I.T. Dept., 
rm.message.destroy.success,'{0}' successfully destroyed, 
rm.message.edit-disposition-as-of-date.title,Edit Retention Date, 
rm.message.edit-disposition-as-of-date.failure,Couldn't update retention as of date. Contact your I.T. Dept., 
rm.message.edit-disposition-as-of-date.success,Successfully updated retention as of date for '{0}', 
rm.message.edit-hold.reason.label,Reason, 
rm.message.edit-hold.title,Update Hold Details, 
rm.message.edit-hold.failure,Couldn't update hold details. Contact your I.T. Dept., 
rm.message.edit-hold.success,Successfully updated hold, 
rm.message.edit-review-as-of-date.title,Edit Review Date, 
rm.message.edit-review-as-of-date.failure,Couldn't update review as of date. Contact your I.T. Dept., 
rm.message.edit-review-as-of-date.success,Successfully updated review as of date for '{0}', 
rm.message.open-folder.failure,Couldn't open record folder '{0}'. Contact your I.T. Dept., 
rm.message.open-folder.success,Record folder '{0}' was opened, 
rm.message.review-all.failure,Couldn't review records in folder '{0}'. Contact your I.T. Dept., 
rm.message.review-all.success,Records in folder '{0}' have been reviewed, 
rm.message.reviewed.failure,Couldn't review '{0}'. Contact your I.T. Dept., 
rm.message.reviewed.success,'{0}' successfully reviewed, 
rm.message.split-email.failure,Couldn't separate attachments from '{0}', 
rm.message.split-email.success,Successfully separated attachments from '{0}'. Contact your I.T. Dept., 
rm.message.transfer.failure,Couldn't transfer '{0}'. Contact your I.T. Dept., 
rm.message.transfer.success,'{0}' successfully transferred, 
rm.message.transfer-complete.failure,Couldn't complete transfer '{0}'. Contact your I.T. Dept., 
rm.message.transfer-complete.success,'{0}' transfer has been completed, 
rm.message.undeclare.failure,Couldn't reopen '{0}'. Contact your I.T. Dept., 
rm.message.undeclare.success,'{0}' is no longer a complete record, 
rm.message.undo-cutoff.failure,Couldn't undo cut off for '{0}'. Contact your I.T. Dept., 
rm.message.undo-cutoff.success,Undo cut off on '{0}', 
rm.message.create-disposition-schedule.failure,Couldn't create retention schedule for '{0}'. Contact your I.T. Dept., 
rm.message.create-disposition-schedule.success,Retention schedule for '{0}' created, 
rm.message.create-record.success,This file has been made a record and has limited actions available, 
rm.message.create-record.failure,Couldn't declare as record. Contact your I.T. Dept., 
rm.message.declare-version-as-record.success,This version of the file has been declared as record, 
rm.message.declare-version-as-record.failure,Couldn't declare version as record. Contact your I.T. Dept., 
rm.message.hide-record.success,Record '{0}' successfully hidden, 
rm.message.hide-record.failure,Couldn't hide record '{0}'. Contact your I.T. Dept., 
rm.message.reject.reason,Reason, 
rm.message.reject.title,Reason for Rejection, 
rm.message.reject.failure,Couldn't reject '{0}'. Contact your I.T. Dept., 
rm.message.reject.success,'{0}' rejected, 
rm.message.file-destruction-report.failure,Couldn't generate destruction report. Contact your I.T. Dept., 
rm.message.file-destruction-report.success,Destruction report generated, 
rm.message.end-retention.failure,Couldn't end retention. Contact your I.T. Dept., 
rm.message.end-retention.success,Retention ended, 
rm.message.file-success,Successfully filed report as '{0}', 
rm.message.file-failure,Couldn't complete the file operation. Contact your I.T. Dept., 
rm.message.file-hold-report.failure,Couldn't generate hold report. Contact your I.T. Dept., 
rm.message.file-hold-report.success,Hold report generated, 
rm.message.delete-hold.failure,Couldn't delete hold. Contact your I.T. Dept., 
rm.message.delete-hold.success,Hold deleted, 
rm.message.moveDmRecord.failure,Couldn't move record '{0}'. Contact your I.T. Dept., 
rm.message.moveDmRecord.success,Record '{0}' successfully moved, 
rm.message.recordedVersionConfig.success,Auto-declare options set successfully, 
rm.message.recordedVersionConfig.failure,Couldn't set auto-declare options. Contact your I.T. Dept., 
rm.message.unlink.success,Record successfully unlinked, 
rm.message.unlink.failure,Couldn't unlink record. Contact your I.T. Dept., 
rm.status.active-workflows,Belongs to {0} active workflows, 
rm.status.rm-accession,Accession Pending, 
rm.status.rm-accessioned,Accessioned, 
rm.status.rm-closed,Closed, 
rm.status.rm-cutoff,Cut Off, 
rm.status.rm-cutoff-folder,Cut Off, 
rm.status.rm-destroyed,Destroyed, 
rm.status.rm-frozen,On Hold, 
rm.status.rm-multi-parent,Linked in Multiple Record Folders, 
rm.status.rm-open,Open, 
rm.status.rm-transfer,Transfer Pending, 
rm.status.rm-transferred,Transferred, 
rm.status.rm-vital-record,Vital Record, 
rm.status.rm-rejected-record,Rejected, 
rm.status.rm-disposition-schedule,Record Category has a retention schedule defined, 
rm.status.rm-digital-photograph-record,Digital Photograph Record, 
rm.status.rm-pdf-record,PDF Record, 
rm.status.rm-scanned-record,Scanned Record, 
rm.status.rm-web-record,Web Record, 
rm.status.rm-is-record,Record, 
rm.status.rules,Folder has rules applied, 
rm.status.rm-version-record,Version Record, 
rm.status.rm-recorded-version-history-all-revisions,All revisions will be recorded, 
rm.status.rm-recorded-version-history-major-revisions,Only major revisions will be recorded, 
rm.status.exif,EXIF metadata available, 
rm.status.geographic,Geolocation metadata available, 
